ID,DATE1,AGE1,GENDER,DQ1,DQ2,DQ3R,DQ4,DQ5,DQ6,DQ7,DQ8,DQ9,DQ10,DQ11,DQ12,DQ13,DQ14,DQ15,DQ16,DQ17,DQ18,DQSCORE1,DATE2,DQ1_2,DQ2_2,DQ3R_2,DQ4_2,DQ5_2,DQ6_2,DQ7_2,DQ8_2,DQ9_2,DQ10_2,DQ11_2,DQ12_2,DQ13_2,DQ14_2,DQ15_2,DQ16_2,DQ17_2,DQ18_2,DQSCORE2,TIMEDIFFDAYS
250,11-Oct-18,29,2,4,3,1,2,4,4,3,2,3,1,3,2,4,4,2,3,2,2,49,13-Nov-18,4,3,2,2,3,4,4,4,2,2,3,4,4,4,3,4,3,2,57,33
251,11-Oct-18,20,2,5,2,4,4,4,5,4,2,2,4,4,5,5,4,2,4,5,4,69,13-Nov-18,4,4,4,4,5,5,4,4,3,4,5,4,5,5,2,4,4,3,73,33
252,11-Oct-18,25,1,4,1,2,4,4,5,2,2,2,4,2,5,5,2,5,5,4,3,61,14-Nov-18,4,3,2,2,2,4,4,4,2,2,2,4,4,4,4,4,2,2,55,34
253,11-Oct-18,20,1,5,5,3,5,5,5,5,5,5,3,5,5,4,5,5,5,4,3,82,13-Nov-18,5,4,3,5,4,5,5,5,5,5,5,5,3,2,2,4,4,4,75,33
254,11-Oct-18,19,2,2,3,4,4,4,4,4,4,2,3,3,4,5,5,5,5,4,4,69,16-Nov-18,2,2,3,4,4,4,4,4,2,2,3,4,4,4,5,4,2,3,60,36
255,11-Oct-18,20,1,2,2,2,4,5,5,4,5,1,3,1,5,5,5,5,5,5,4,68,16-Nov-18,4,2,2,4,5,5,4,5,2,3,2,5,5,4,5,5,5,2,69,36
256,11-Oct-18,19,1,2,1,1,1,1,1,1,1,1,1,2,5,2,2,4,1,1,1,29,13-Nov-18,1,1,1,1,1,2,1,1,1,1,1,2,2,2,3,1,1,1,24,33
257,11-Oct-18,19,2,1,1,2,1,2,3,2,4,2,1,1,4,2,1,1,3,2,1,34,13-Nov-18,4,4,2,2,1,4,3,4,3,3,2,5,2,2,1,4,2,2,50,33
258,12-Oct-18,31,2,4,2,1,1,2,4,3,4,2,1,2,5,3,4,5,3,2,1,49,15-Nov-18,4,4,1,2,2,5,2,2,1,1,2,4,4,2,2,2,1,1,42,34
259,11-Oct-18,18,2,5,4,2,5,5,5,4,5,5,3,4,5,5,5,2,4,5,5,78,13-Nov-18,5,5,4,5,4,5,3,5,3,2,2,4,5,5,2,5,4,5,73,33
261,11-Oct-18,27,1,3,2,2,4,2,4,3,3,1,2,2,4,4,3,3,4,3,3,52,13-Nov-18,4,3,2,3,3,4,3,4,2,2,2,4,3,3,2,3,2,2,51,33
262,11-Oct-18,23,2,1,1,2,4,2,4,1,1,1,1,3,4,4,4,1,4,2,1,41,13-Nov-18,4,3,1,2,2,4,1,1,1,2,2,4,2,4,1,1,2,1,38,33
263,11-Oct-18,18,2,4,2,4,4,2,3,5,5,1,1,1,5,5,5,3,5,5,4,64,13-Nov-18,5,4,2,1,2,3,4,4,3,3,3,4,4,5,3,4,4,3,61,33
264,11-Oct-18,18,2,5,4,2,3,4,5,5,5,3,4,4,5,5,5,5,5,5,4,78,13-Nov-18,5,4,2,4,4,4,4,4,3,4,4,4,5,5,5,4,4,3,72,33
266,15-Oct-18,34,2,4,2,1,1,3,1,2,5,1,2,2,5,3,2,5,2,3,1,45,13-Nov-18,4,1,5,2,2,1,4,5,1,1,2,5,3,4,4,2,2,1,49,29
267,16-Oct-18,27,2,2,4,1,4,3,4,5,4,2,2,2,4,4,2,2,5,4,2,56,13-Nov-18,4,3,2,2,4,5,5,4,4,4,5,4,4,3,2,5,3,2,65,28
268,16-Oct-18,19,1,2,2,1,2,2,2,3,2,4,4,4,4,2,2,2,2,2,2,44,13-Nov-18,2,4,2,4,2,2,4,4,2,3,5,2,2,2,2,2,2,2,48,28
270,17-Oct-18,24,2,4,2,1,1,2,4,5,5,1,1,1,4,3,2,2,3,3,2,46,15-Nov-18,4,2,1,2,5,4,4,1,3,2,2,4,4,1,1,3,3,2,48,29
271,17-Oct-18,47,2,2,2,3,2,2,4,4,4,1,1,1,5,2,3,2,2,1,1,42,14-Nov-18,2,5,2,3,5,2,3,4,1,1,1,5,1,4,5,3,3,1,51,28
275,22-Oct-18,58,2,5,4,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,27,27-Nov-18,4,1,1,1,4,1,1,1,1,1,1,4,1,1,5,1,1,1,31,36
276,15-Oct-18,19,2,5,2,2,2,4,5,2,5,2,3,3,5,3,5,4,2,5,4,63,13-Nov-18,5,4,4,2,5,5,4,4,5,4,4,5,5,5,4,2,4,4,75,29
281,16-Oct-18,18,2,2,1,2,1,2,4,5,5,2,2,2,4,5,5,4,3,3,2,54,14-Nov-18,4,5,2,2,3,4,3,5,2,2,3,5,2,5,5,3,2,1,58,29
282,15-Oct-18,19,2,5,2,2,4,4,4,4,1,1,1,1,4,2,4,3,3,1,1,47,13-Nov-18,4,2,2,1,3,5,5,4,4,2,2,5,3,4,4,5,2,3,60,29
283,15-Oct-18,18,2,4,4,2,5,4,4,5,5,4,2,3,4,5,5,4,4,4,3,71,13-Nov-18,4,4,2,3,4,5,2,2,4,4,4,4,4,5,5,4,3,4,67,29
285,15-Oct-18,17,2,4,4,2,4,4,4,2,2,2,2,4,3,5,5,5,4,2,2,60,13-Nov-18,4,4,3,4,4,2,2,2,4,3,3,4,4,2,2,2,2,4,55,29
287,17-Oct-18,19,2,5,4,2,5,4,5,5,5,4,4,5,5,5,5,3,4,5,4,79,13-Dec-18,5,5,3,4,5,5,5,5,4,2,3,5,5,4,3,4,4,3,74,57
288,15-Oct-18,18,2,4,2,2,4,4,4,3,4,2,2,2,4,4,4,3,4,4,4,60,13-Nov-18,4,2,3,2,4,4,4,4,2,2,2,4,4,5,3,5,5,3,62,29
289,15-Oct-18,20,2,1,2,2,2,1,4,5,4,1,1,1,4,2,3,4,2,1,1,41,13-Nov-18,1,1,2,2,3,4,5,4,1,1,1,4,1,3,3,2,2,1,41,29
292,15-Oct-18,18,2,4,4,2,1,4,4,4,4,2,2,2,4,3,4,4,4,4,2,58,13-Nov-18,4,2,2,1,2,4,2,4,2,2,2,4,2,3,2,2,1,2,43,29
294,15-Oct-18,18,1,4,2,2,2,2,5,2,3,2,1,2,5,2,5,3,2,2,3,49,13-Nov-18,4,4,2,2,4,4,4,4,2,2,4,4,2,3,2,2,2,2,53,29
295,15-Oct-18,19,1,4,4,2,3,2,4,4,4,3,2,4,4,2,2,1,2,2,1,50,13-Nov-18,4,4,2,2,2,5,4,3,2,2,2,5,4,2,2,4,4,2,55,29
296,16-Oct-18,21,2,4,4,1,1,1,2,5,3,3,4,4,4,5,5,4,2,4,1,57,13-Nov-18,4,2,1,1,4,5,5,5,2,2,2,5,4,5,4,3,4,1,59,28
