ID,Groupx2,AGELT50,Test,Coherence,Reaction Time,Confidence,Correct
2201,1,2,test0,0.025,2332, ,1
2201,1,2,test0,0.025,1291, ,2
2201,1,2,test0,0.050,5943, ,1
2201,1,2,test0,0.050,1846, ,2
2201,1,2,test0,0.100,2083, ,1
2201,1,2,test0,0.100,1322, ,2
2201,1,2,test0,0.150,1949, ,2
2201,1,2,test0,0.150,4123, ,2
2201,1,2,test0,0.250,1426, ,1
2201,1,2,test0,0.250,1257, ,1
2201,1,2,test0,0.350,1493, ,1
2201,1,2,test0,0.350,1851, ,1
2201,1,2,test0,0.450,2075, ,2
2201,1,2,test0,0.450,4495, ,2
2201,1,2,test0,0.700,1671, ,1
2201,1,2,test0,0.700,899, ,1
2201,1,2,test1,0.025,10015, , 
2201,1,2,test1,0.025,4755, ,1
2201,1,2,test1,0.025,4182, ,1
2201,1,2,test1,0.025,3267, ,1
2201,1,2,test1,0.025,4355, ,1
2201,1,2,test1,0.025,2936, ,1
2201,1,2,test1,0.025,4057, ,1
2201,1,2,test1,0.025,5332, ,2
2201,1,2,test1,0.025,7383, ,2
2201,1,2,test1,0.025,4829, ,2
2201,1,2,test1,0.025,5878, ,2
2201,1,2,test1,0.025,4788, ,2
2201,1,2,test1,0.025,2271, ,2
2201,1,2,test1,0.025,2081, ,2
2201,1,2,test1,0.025,2942, ,2
2201,1,2,test1,0.025,2518, ,2
2201,1,2,test1,0.025,3890, ,2
2201,1,2,test1,0.025,6810, ,2
2201,1,2,test1,0.025,3148, ,2
2201,1,2,test1,0.025,3307, ,2
2201,1,2,test1,0.050,3051, ,1
2201,1,2,test1,0.050,2347, ,1
2201,1,2,test1,0.050,1653, ,1
2201,1,2,test1,0.050,3889, ,1
2201,1,2,test1,0.050,4415, ,2
2201,1,2,test1,0.050,5014, ,2
2201,1,2,test1,0.050,3318, ,2
2201,1,2,test1,0.050,3325, ,2
2201,1,2,test1,0.050,4817, ,2
2201,1,2,test1,0.050,3773, ,2
2201,1,2,test1,0.050,4186, ,2
2201,1,2,test1,0.050,3416, ,2
2201,1,2,test1,0.050,3056, ,2
2201,1,2,test1,0.050,1387, ,2
2201,1,2,test1,0.050,2058, ,2
2201,1,2,test1,0.050,2059, ,2
2201,1,2,test1,0.050,2291, ,2
2201,1,2,test1,0.050,2056, ,2
2201,1,2,test1,0.050,2057, ,2
2201,1,2,test1,0.050,1435, ,2
2201,1,2,test1,0.100,2857, ,1
2201,1,2,test1,0.100,2166, ,1
2201,1,2,test1,0.100,4744, ,2
2201,1,2,test1,0.100,2838, ,2
2201,1,2,test1,0.100,5370, ,2
2201,1,2,test1,0.100,3650, ,2
2201,1,2,test1,0.100,4333, ,2
2201,1,2,test1,0.100,2410, ,2
2201,1,2,test1,0.100,2919, ,2
2201,1,2,test1,0.100,4249, ,2
2201,1,2,test1,0.100,2521, ,2
2201,1,2,test1,0.100,1475, ,2
2201,1,2,test1,0.100,4691, ,2
2201,1,2,test1,0.100,1064, ,2
2201,1,2,test1,0.100,1909, ,2
2201,1,2,test1,0.100,3528, ,2
2201,1,2,test1,0.100,3156, ,2
2201,1,2,test1,0.100,2340, ,2
2201,1,2,test1,0.100,1308, ,2
2201,1,2,test1,0.100,1259, ,2
2201,1,2,test1,0.150,3486, ,2
2201,1,2,test1,0.150,5752, ,2
2201,1,2,test1,0.150,5525, ,2
2201,1,2,test1,0.150,2998, ,2
2201,1,2,test1,0.150,5172, ,2
2201,1,2,test1,0.150,2883, ,2
2201,1,2,test1,0.150,2363, ,2
2201,1,2,test1,0.150,1547, ,2
2201,1,2,test1,0.150,2080, ,2
2201,1,2,test1,0.150,3500, ,2
2201,1,2,test1,0.150,3083, ,2
2201,1,2,test1,0.150,1844, ,2
2201,1,2,test1,0.150,1987, ,2
2201,1,2,test1,0.150,3078, ,2
2201,1,2,test1,0.150,1717, ,2
2201,1,2,test1,0.150,2706, ,2
2201,1,2,test1,0.150,2308, ,2
2201,1,2,test1,0.150,2609, ,2
2201,1,2,test1,0.150,1430, ,2
2201,1,2,test1,0.150,1510, ,2
2201,1,2,test1,0.250,2618, ,2
2201,1,2,test1,0.250,3104, ,2
2201,1,2,test1,0.250,3624, ,2
2201,1,2,test1,0.250,4267, ,2
2201,1,2,test1,0.250,3753, ,2
2201,1,2,test1,0.250,3659, ,2
2201,1,2,test1,0.250,3129, ,2
2201,1,2,test1,0.250,1893, ,2
2201,1,2,test1,0.250,3319, ,2
2201,1,2,test1,0.250,5640, ,2
2201,1,2,test1,0.250,2329, ,2
2201,1,2,test1,0.250,1773, ,2
2201,1,2,test1,0.250,3461, ,2
2201,1,2,test1,0.250,2435, ,2
2201,1,2,test1,0.250,2248, ,2
2201,1,2,test1,0.250,2031, ,2
2201,1,2,test1,0.250,1495, ,2
2201,1,2,test1,0.250,3161, ,2
2201,1,2,test1,0.250,2846, ,2
2201,1,2,test1,0.250,888, ,2
2201,1,2,test1,0.350,2075, ,1
2201,1,2,test1,0.350,3101, ,2
2201,1,2,test1,0.350,2223, ,2
2201,1,2,test1,0.350,2056, ,2
2201,1,2,test1,0.350,2242, ,2
2201,1,2,test1,0.350,3956, ,2
2201,1,2,test1,0.350,3372, ,2
2201,1,2,test1,0.350,1770, ,2
2201,1,2,test1,0.350,1431, ,2
2201,1,2,test1,0.350,1861, ,2
2201,1,2,test1,0.350,2258, ,2
2201,1,2,test1,0.350,1507, ,2
2201,1,2,test1,0.350,1540, ,2
2201,1,2,test1,0.350,1208, ,2
2201,1,2,test1,0.350,1363, ,2
2201,1,2,test1,0.350,1194, ,2
2201,1,2,test1,0.350,2033, ,2
2201,1,2,test1,0.350,1007, ,2
2201,1,2,test1,0.350,2015, ,2
2201,1,2,test1,0.350,1101, ,2
2201,1,2,test1,0.450,1889, ,2
2201,1,2,test1,0.450,2558, ,2
2201,1,2,test1,0.450,2885, ,2
2201,1,2,test1,0.450,3795, ,2
2201,1,2,test1,0.450,2251, ,2
2201,1,2,test1,0.450,4108, ,2
2201,1,2,test1,0.450,1432, ,2
2201,1,2,test1,0.450,1726, ,2
2201,1,2,test1,0.450,2270, ,2
2201,1,2,test1,0.450,2307, ,2
2201,1,2,test1,0.450,1923, ,2
2201,1,2,test1,0.450,125, ,2
2201,1,2,test1,0.450,2619, ,2
2201,1,2,test1,0.450,1380, ,2
2201,1,2,test1,0.450,1356, ,2
2201,1,2,test1,0.450,1151, ,2
2201,1,2,test1,0.450,2065, ,2
2201,1,2,test1,0.450,1032, ,2
2201,1,2,test1,0.450,920, ,2
2201,1,2,test1,0.450,880, ,2
2201,1,2,test1,0.700,3341, ,2
2201,1,2,test1,0.700,3065, ,2
2201,1,2,test1,0.700,2545, ,2
2201,1,2,test1,0.700,3556, ,2
2201,1,2,test1,0.700,1282, ,2
2201,1,2,test1,0.700,3502, ,2
2201,1,2,test1,0.700,975, ,2
2201,1,2,test1,0.700,934, ,2
2201,1,2,test1,0.700,1863, ,2
2201,1,2,test1,0.700,1975, ,2
2201,1,2,test1,0.700,1698, ,2
2201,1,2,test1,0.700,1743, ,2
2201,1,2,test1,0.700,1021, ,2
2201,1,2,test1,0.700,1295, ,2
2201,1,2,test1,0.700,1383, ,2
2201,1,2,test1,0.700,1056, ,2
2201,1,2,test1,0.700,1667, ,2
2201,1,2,test1,0.700,1110, ,2
2201,1,2,test1,0.700,1333, ,2
2201,1,2,test1,0.700,1065, ,2
2201,1,2,test2,0.050,7307,3,1
2201,1,2,test2,0.050,3134,5,2
2201,1,2,test2,0.050,3982,5,2
2201,1,2,test2,0.050,3018,5,2
2201,1,2,test2,0.050,4820,4,2
2201,1,2,test2,0.150,2095,7,2
2201,1,2,test2,0.150,3601,6,2
2201,1,2,test2,0.150,1597,6,2
2201,1,2,test2,0.150,3125,5,2
2201,1,2,test2,0.150,2788,5,2
2201,1,2,test2,0.250,1429,7,2
2201,1,2,test2,0.250,1444,7,2
2201,1,2,test2,0.250,1926,6,2
2201,1,2,test2,0.250,3386,6,2
2201,1,2,test2,0.250,1732,6,2
2201,1,2,test2,0.450,1396,7,2
2201,1,2,test2,0.450,2010,7,2
2201,1,2,test2,0.450,1376,7,2
2201,1,2,test2,0.450,1297,7,2
2201,1,2,test2,0.450,1477,6,2
2201,1,2,test2,0.700,1816,7,2
2201,1,2,test2,0.700,1717,7,2
2201,1,2,test2,0.700,1375,7,2
2201,1,2,test2,0.700,1522,7,2
2201,1,2,test2,0.700,1136,7,2
2201,1,2,test3,0.050,1271, ,1
2201,1,2,test3,0.050,668, ,1
2201,1,2,test3,0.050,1701, ,1
2201,1,2,test3,0.050,624, ,1
2201,1,2,test3,0.050,1108, ,1
2201,1,2,test3,0.050,1189, ,2
2201,1,2,test3,0.050,1418, ,2
2201,1,2,test3,0.050,1011, ,2
2201,1,2,test3,0.050,1368, ,2
2201,1,2,test3,0.050,1166, ,2
2201,1,2,test3,0.050,1632, ,2
2201,1,2,test3,0.050,1119, ,2
2201,1,2,test3,0.050,1034, ,2
2201,1,2,test3,0.050,970, ,2
2201,1,2,test3,0.050,591, ,2
2201,1,2,test3,0.050,1339, ,2
2201,1,2,test3,0.050,571, ,2
2201,1,2,test3,0.050,1250, ,2
2201,1,2,test3,0.050,1284, ,2
2201,1,2,test3,0.050,1277, ,2
2201,1,2,test3,0.150,965, ,1
2201,1,2,test3,0.150,570, ,1
2201,1,2,test3,0.150,1357, ,1
2201,1,2,test3,0.150,1055, ,1
2201,1,2,test3,0.150,943, ,1
2201,1,2,test3,0.150,825, ,2
2201,1,2,test3,0.150,1427, ,2
2201,1,2,test3,0.150,1842, ,2
2201,1,2,test3,0.150,1192, ,2
2201,1,2,test3,0.150,953, ,2
2201,1,2,test3,0.150,1484, ,2
2201,1,2,test3,0.150,700, ,2
2201,1,2,test3,0.150,1092, ,2
2201,1,2,test3,0.150,1219, ,2
2201,1,2,test3,0.150,708, ,2
2201,1,2,test3,0.150,1668, ,2
2201,1,2,test3,0.150,1524, ,2
2201,1,2,test3,0.150,904, ,2
2201,1,2,test3,0.150,673, ,2
2201,1,2,test3,0.150,661, ,2
2201,1,2,test3,0.250,740, ,1
2201,1,2,test3,0.250,1359, ,2
2201,1,2,test3,0.250,968, ,2
2201,1,2,test3,0.250,759, ,2
2201,1,2,test3,0.250,860, ,2
2201,1,2,test3,0.250,773, ,2
2201,1,2,test3,0.250,817, ,2
2201,1,2,test3,0.250,1284, ,2
2201,1,2,test3,0.250,761, ,2
2201,1,2,test3,0.250,696, ,2
2201,1,2,test3,0.250,941, ,2
2201,1,2,test3,0.250,1221, ,2
2201,1,2,test3,0.250,853, ,2
2201,1,2,test3,0.250,728, ,2
2201,1,2,test3,0.250,555, ,2
2201,1,2,test3,0.250,681, ,2
2201,1,2,test3,0.250,649, ,2
2201,1,2,test3,0.250,1085, ,2
2201,1,2,test3,0.250,568, ,2
2201,1,2,test3,0.250,971, ,2
2201,1,2,test3,0.450,499, ,1
2201,1,2,test3,0.450,707, ,1
2201,1,2,test3,0.450,890, ,2
2201,1,2,test3,0.450,545, ,2
2201,1,2,test3,0.450,1203, ,2
2201,1,2,test3,0.450,900, ,2
2201,1,2,test3,0.450,580, ,2
2201,1,2,test3,0.450,945, ,2
2201,1,2,test3,0.450,786, ,2
2201,1,2,test3,0.450,686, ,2
2201,1,2,test3,0.450,1003, ,2
2201,1,2,test3,0.450,682, ,2
2201,1,2,test3,0.450,1108, ,2
2201,1,2,test3,0.450,702, ,2
2201,1,2,test3,0.450,608, ,2
2201,1,2,test3,0.450,564, ,2
2201,1,2,test3,0.450,563, ,2
2201,1,2,test3,0.450,771, ,2
2201,1,2,test3,0.450,610, ,2
2201,1,2,test3,0.450,1228, ,2
2201,1,2,test3,0.700,565, ,1
2201,1,2,test3,0.700,821, ,2
2201,1,2,test3,0.700,561, ,2
2201,1,2,test3,0.700,761, ,2
2201,1,2,test3,0.700,812, ,2
2201,1,2,test3,0.700,763, ,2
2201,1,2,test3,0.700,754, ,2
2201,1,2,test3,0.700,565, ,2
2201,1,2,test3,0.700,656, ,2
2201,1,2,test3,0.700,595, ,2
2201,1,2,test3,0.700,709, ,2
2201,1,2,test3,0.700,658, ,2
2201,1,2,test3,0.700,1073, ,2
2201,1,2,test3,0.700,879, ,2
2201,1,2,test3,0.700,655, ,2
2201,1,2,test3,0.700,1098, ,2
2201,1,2,test3,0.700,741, ,2
2201,1,2,test3,0.700,1119, ,2
2201,1,2,test3,0.700,566, ,2
2201,1,2,test3,0.700,610, ,2
2202,2,2,test0,0.025,4469, ,2
2202,2,2,test0,0.025,9333, ,2
2202,2,2,test0,0.050,5507, ,1
2202,2,2,test0,0.050,5716, ,2
2202,2,2,test0,0.100,10014, , 
2202,2,2,test0,0.100,7608, ,1
2202,2,2,test0,0.150,4515, ,2
2202,2,2,test0,0.150,7193, ,2
2202,2,2,test0,0.250,5619, ,1
2202,2,2,test0,0.250,3063, ,1
2202,2,2,test0,0.350,7300, ,1
2202,2,2,test0,0.350,2748, ,1
2202,2,2,test0,0.450,7528, ,1
2202,2,2,test0,0.450,1628, ,2
2202,2,2,test0,0.700,1305, ,1
2202,2,2,test0,0.700,2576, ,2
2202,2,2,test1,0.025,10015, , 
2202,2,2,test1,0.025,7790, ,1
2202,2,2,test1,0.025,2985, ,1
2202,2,2,test1,0.025,3044, ,1
2202,2,2,test1,0.025,2760, ,1
2202,2,2,test1,0.025,6561, ,2
2202,2,2,test1,0.025,8845, ,2
2202,2,2,test1,0.025,5797, ,2
2202,2,2,test1,0.025,4175, ,2
2202,2,2,test1,0.025,7540, ,2
2202,2,2,test1,0.025,9188, ,2
2202,2,2,test1,0.025,8564, ,2
2202,2,2,test1,0.025,1933, ,2
2202,2,2,test1,0.025,3510, ,2
2202,2,2,test1,0.025,8992, ,2
2202,2,2,test1,0.025,4846, ,2
2202,2,2,test1,0.025,4874, ,2
2202,2,2,test1,0.025,1187, ,2
2202,2,2,test1,0.025,4506, ,2
2202,2,2,test1,0.025,1059, ,2
2202,2,2,test1,0.050,5608, ,1
2202,2,2,test1,0.050,6554, ,1
2202,2,2,test1,0.050,6311, ,1
2202,2,2,test1,0.050,5697, ,1
2202,2,2,test1,0.050,5525, ,1
2202,2,2,test1,0.050,1337, ,1
2202,2,2,test1,0.050,2947, ,1
2202,2,2,test1,0.050,6020, ,1
2202,2,2,test1,0.050,3926, ,1
2202,2,2,test1,0.050,3826, ,1
2202,2,2,test1,0.050,2984, ,2
2202,2,2,test1,0.050,1041, ,2
2202,2,2,test1,0.050,4693, ,2
2202,2,2,test1,0.050,7016, ,2
2202,2,2,test1,0.050,2476, ,2
2202,2,2,test1,0.050,4551, ,2
2202,2,2,test1,0.050,3119, ,2
2202,2,2,test1,0.050,2843, ,2
2202,2,2,test1,0.050,856, ,2
2202,2,2,test1,0.050,2202, ,2
2202,2,2,test1,0.100,1451, ,1
2202,2,2,test1,0.100,6847, ,1
2202,2,2,test1,0.100,5511, ,1
2202,2,2,test1,0.100,2779, ,1
2202,2,2,test1,0.100,863, ,1
2202,2,2,test1,0.100,4912, ,1
2202,2,2,test1,0.100,2701, ,1
2202,2,2,test1,0.100,4203, ,1
2202,2,2,test1,0.100,952, ,1
2202,2,2,test1,0.100,2679, ,1
2202,2,2,test1,0.100,1967, ,1
2202,2,2,test1,0.100,4845, ,2
2202,2,2,test1,0.100,3516, ,2
2202,2,2,test1,0.100,1401, ,2
2202,2,2,test1,0.100,1345, ,2
2202,2,2,test1,0.100,1964, ,2
2202,2,2,test1,0.100,1588, ,2
2202,2,2,test1,0.100,4540, ,2
2202,2,2,test1,0.100,3811, ,2
2202,2,2,test1,0.100,1594, ,2
2202,2,2,test1,0.150,758, ,1
2202,2,2,test1,0.150,3568, ,1
2202,2,2,test1,0.150,4369, ,1
2202,2,2,test1,0.150,3133, ,1
2202,2,2,test1,0.150,1304, ,1
2202,2,2,test1,0.150,1303, ,1
2202,2,2,test1,0.150,3614, ,2
2202,2,2,test1,0.150,1719, ,2
2202,2,2,test1,0.150,4027, ,2
2202,2,2,test1,0.150,1708, ,2
2202,2,2,test1,0.150,4462, ,2
2202,2,2,test1,0.150,741, ,2
2202,2,2,test1,0.150,4844, ,2
2202,2,2,test1,0.150,1668, ,2
2202,2,2,test1,0.150,4082, ,2
2202,2,2,test1,0.150,1695, ,2
2202,2,2,test1,0.150,1317, ,2
2202,2,2,test1,0.150,1624, ,2
2202,2,2,test1,0.150,1705, ,2
2202,2,2,test1,0.150,1655, ,2
2202,2,2,test1,0.250,7377, ,1
2202,2,2,test1,0.250,1483, ,1
2202,2,2,test1,0.250,5843, ,1
2202,2,2,test1,0.250,2020, ,1
2202,2,2,test1,0.250,5411, ,1
2202,2,2,test1,0.250,1943, ,2
2202,2,2,test1,0.250,4272, ,2
2202,2,2,test1,0.250,4453, ,2
2202,2,2,test1,0.250,847, ,2
2202,2,2,test1,0.250,2225, ,2
2202,2,2,test1,0.250,4840, ,2
2202,2,2,test1,0.250,2827, ,2
2202,2,2,test1,0.250,7958, ,2
2202,2,2,test1,0.250,1768, ,2
2202,2,2,test1,0.250,2872, ,2
2202,2,2,test1,0.250,1678, ,2
2202,2,2,test1,0.250,1069, ,2
2202,2,2,test1,0.250,984, ,2
2202,2,2,test1,0.250,800, ,2
2202,2,2,test1,0.250,2356, ,2
2202,2,2,test1,0.350,6152, ,1
2202,2,2,test1,0.350,7550, ,1
2202,2,2,test1,0.350,293, ,1
2202,2,2,test1,0.350,1411, ,1
2202,2,2,test1,0.350,4602, ,2
2202,2,2,test1,0.350,3579, ,2
2202,2,2,test1,0.350,1260, ,2
2202,2,2,test1,0.350,5186, ,2
2202,2,2,test1,0.350,2169, ,2
2202,2,2,test1,0.350,1434, ,2
2202,2,2,test1,0.350,1030, ,2
2202,2,2,test1,0.350,1037, ,2
2202,2,2,test1,0.350,796, ,2
2202,2,2,test1,0.350,915, ,2
2202,2,2,test1,0.350,1012, ,2
2202,2,2,test1,0.350,944, ,2
2202,2,2,test1,0.350,787, ,2
2202,2,2,test1,0.350,2838, ,2
2202,2,2,test1,0.350,1031, ,2
2202,2,2,test1,0.350,2480, ,2
2202,2,2,test1,0.450,5518, ,1
2202,2,2,test1,0.450,5385, ,1
2202,2,2,test1,0.450,798, ,1
2202,2,2,test1,0.450,853, ,1
2202,2,2,test1,0.450,6349, ,2
2202,2,2,test1,0.450,3551, ,2
2202,2,2,test1,0.450,2260, ,2
2202,2,2,test1,0.450,1775, ,2
2202,2,2,test1,0.450,1649, ,2
2202,2,2,test1,0.450,2015, ,2
2202,2,2,test1,0.450,1095, ,2
2202,2,2,test1,0.450,881, ,2
2202,2,2,test1,0.450,1819, ,2
2202,2,2,test1,0.450,2146, ,2
2202,2,2,test1,0.450,973, ,2
2202,2,2,test1,0.450,746, ,2
2202,2,2,test1,0.450,787, ,2
2202,2,2,test1,0.450,2830, ,2
2202,2,2,test1,0.450,3310, ,2
2202,2,2,test1,0.450,1415, ,2
2202,2,2,test1,0.700,1183, ,1
2202,2,2,test1,0.700,1422, ,2
2202,2,2,test1,0.700,1027, ,2
2202,2,2,test1,0.700,5160, ,2
2202,2,2,test1,0.700,1701, ,2
2202,2,2,test1,0.700,2021, ,2
2202,2,2,test1,0.700,1622, ,2
2202,2,2,test1,0.700,1846, ,2
2202,2,2,test1,0.700,1531, ,2
2202,2,2,test1,0.700,1444, ,2
2202,2,2,test1,0.700,1978, ,2
2202,2,2,test1,0.700,1101, ,2
2202,2,2,test1,0.700,912, ,2
2202,2,2,test1,0.700,671, ,2
2202,2,2,test1,0.700,1337, ,2
2202,2,2,test1,0.700,3029, ,2
2202,2,2,test1,0.700,2645, ,2
2202,2,2,test1,0.700,791, ,2
2202,2,2,test1,0.700,2777, ,2
2202,2,2,test1,0.700,1305, ,2
2202,2,2,test2,0.050,8832,5,1
2202,2,2,test2,0.050,10008,2,1
2202,2,2,test2,0.050,3465,3,2
2202,2,2,test2,0.050,3715,2,2
2202,2,2,test2,0.050,6661,1,2
2202,2,2,test2,0.150,4575,4,1
2202,2,2,test2,0.150,4821,6,2
2202,2,2,test2,0.150,6653,6,2
2202,2,2,test2,0.150,2612,6,2
2202,2,2,test2,0.150,3483,4,2
2202,2,2,test2,0.250,4201,7,2
2202,2,2,test2,0.250,2594,7,2
2202,2,2,test2,0.250,1480,6,2
2202,2,2,test2,0.250,3984,5,2
2202,2,2,test2,0.250,3161,5,2
2202,2,2,test2,0.450,2283,7,2
2202,2,2,test2,0.450,2530,7,2
2202,2,2,test2,0.450,3033,7,2
2202,2,2,test2,0.450,3284,6,2
2202,2,2,test2,0.450,4019,6,2
2202,2,2,test2,0.700,1146,7,2
2202,2,2,test2,0.700,1829,7,2
2202,2,2,test2,0.700,1110,7,2
2202,2,2,test2,0.700,1367,7,2
2202,2,2,test2,0.700,1497,7,2
2202,2,2,test3,0.050,1200, ,1
2202,2,2,test3,0.050,758, ,1
2202,2,2,test3,0.050,574, ,1
2202,2,2,test3,0.050,930, ,1
2202,2,2,test3,0.050,437, ,1
2202,2,2,test3,0.050,800, ,1
2202,2,2,test3,0.050,920, ,1
2202,2,2,test3,0.050,521, ,1
2202,2,2,test3,0.050,874, ,1
2202,2,2,test3,0.050,1280, ,2
2202,2,2,test3,0.050,948, ,2
2202,2,2,test3,0.050,595, ,2
2202,2,2,test3,0.050,672, ,2
2202,2,2,test3,0.050,1157, ,2
2202,2,2,test3,0.050,945, ,2
2202,2,2,test3,0.050,957, ,2
2202,2,2,test3,0.050,817, ,2
2202,2,2,test3,0.050,597, ,2
2202,2,2,test3,0.050,610, ,2
2202,2,2,test3,0.050,963, ,2
2202,2,2,test3,0.150,940, ,1
2202,2,2,test3,0.150,1010, ,1
2202,2,2,test3,0.150,685, ,1
2202,2,2,test3,0.150,723, ,1
2202,2,2,test3,0.150,478, ,1
2202,2,2,test3,0.150,1217, ,1
2202,2,2,test3,0.150,1367, ,2
2202,2,2,test3,0.150,484, ,2
2202,2,2,test3,0.150,404, ,2
2202,2,2,test3,0.150,1007, ,2
2202,2,2,test3,0.150,781, ,2
2202,2,2,test3,0.150,555, ,2
2202,2,2,test3,0.150,487, ,2
2202,2,2,test3,0.150,603, ,2
2202,2,2,test3,0.150,486, ,2
2202,2,2,test3,0.150,521, ,2
2202,2,2,test3,0.150,1007, ,2
2202,2,2,test3,0.150,899, ,2
2202,2,2,test3,0.150,739, ,2
2202,2,2,test3,0.150,554, ,2
2202,2,2,test3,0.250,771, ,1
2202,2,2,test3,0.250,1977, ,2
2202,2,2,test3,0.250,1033, ,2
2202,2,2,test3,0.250,868, ,2
2202,2,2,test3,0.250,914, ,2
2202,2,2,test3,0.250,920, ,2
2202,2,2,test3,0.250,451, ,2
2202,2,2,test3,0.250,520, ,2
2202,2,2,test3,0.250,445, ,2
2202,2,2,test3,0.250,513, ,2
2202,2,2,test3,0.250,517, ,2
2202,2,2,test3,0.250,967, ,2
2202,2,2,test3,0.250,651, ,2
2202,2,2,test3,0.250,492, ,2
2202,2,2,test3,0.250,955, ,2
2202,2,2,test3,0.250,1016, ,2
2202,2,2,test3,0.250,856, ,2
2202,2,2,test3,0.250,788, ,2
2202,2,2,test3,0.250,477, ,2
2202,2,2,test3,0.250,589, ,2
2202,2,2,test3,0.450,392, ,1
2202,2,2,test3,0.450,786, ,2
2202,2,2,test3,0.450,404, ,2
2202,2,2,test3,0.450,473, ,2
2202,2,2,test3,0.450,578, ,2
2202,2,2,test3,0.450,502, ,2
2202,2,2,test3,0.450,579, ,2
2202,2,2,test3,0.450,581, ,2
2202,2,2,test3,0.450,527, ,2
2202,2,2,test3,0.450,702, ,2
2202,2,2,test3,0.450,580, ,2
2202,2,2,test3,0.450,525, ,2
2202,2,2,test3,0.450,930, ,2
2202,2,2,test3,0.450,443, ,2
2202,2,2,test3,0.450,652, ,2
2202,2,2,test3,0.450,469, ,2
2202,2,2,test3,0.450,510, ,2
2202,2,2,test3,0.450,649, ,2
2202,2,2,test3,0.450,489, ,2
2202,2,2,test3,0.450,1397, ,2
2202,2,2,test3,0.700,499, ,1
2202,2,2,test3,0.700,736, ,2
2202,2,2,test3,0.700,644, ,2
2202,2,2,test3,0.700,592, ,2
2202,2,2,test3,0.700,424, ,2
2202,2,2,test3,0.700,479, ,2
2202,2,2,test3,0.700,432, ,2
2202,2,2,test3,0.700,632, ,2
2202,2,2,test3,0.700,516, ,2
2202,2,2,test3,0.700,545, ,2
2202,2,2,test3,0.700,643, ,2
2202,2,2,test3,0.700,488, ,2
2202,2,2,test3,0.700,907, ,2
2202,2,2,test3,0.700,462, ,2
2202,2,2,test3,0.700,620, ,2
2202,2,2,test3,0.700,538, ,2
2202,2,2,test3,0.700,514, ,2
2202,2,2,test3,0.700,559, ,2
2202,2,2,test3,0.700,557, ,2
2202,2,2,test3,0.700,685, ,2
2301,1,2,test0,0.025,3255, ,2
2301,1,2,test0,0.025,3758, ,2
2301,1,2,test0,0.050,3454, ,2
2301,1,2,test0,0.050,1702, ,2
2301,1,2,test0,0.100,2727, ,2
2301,1,2,test0,0.100,1854, ,2
2301,1,2,test0,0.150,1102, ,2
2301,1,2,test0,0.150,4311, ,2
2301,1,2,test0,0.250,1494, ,2
2301,1,2,test0,0.250,1302, ,2
2301,1,2,test0,0.350,1758, ,2
2301,1,2,test0,0.350,1686, ,2
2301,1,2,test0,0.450,919, ,2
2301,1,2,test0,0.450,991, ,2
2301,1,2,test0,0.700,8661, ,2
2301,1,2,test0,0.700,2575, ,2
2301,1,2,test1,0.025,5174, ,1
2301,1,2,test1,0.025,3838, ,1
2301,1,2,test1,0.025,1775, ,2
2301,1,2,test1,0.025,2974, ,2
2301,1,2,test1,0.025,4271, ,2
2301,1,2,test1,0.025,2750, ,2
2301,1,2,test1,0.025,7422, ,2
2301,1,2,test1,0.025,1638, ,2
2301,1,2,test1,0.025,3278, ,2
2301,1,2,test1,0.025,6478, ,2
2301,1,2,test1,0.025,9575, ,2
2301,1,2,test1,0.025,3374, ,2
2301,1,2,test1,0.025,4941, ,2
2301,1,2,test1,0.025,2877, ,2
2301,1,2,test1,0.025,9165, ,2
2301,1,2,test1,0.025,5502, ,2
2301,1,2,test1,0.025,3206, ,2
2301,1,2,test1,0.025,2759, ,2
2301,1,2,test1,0.025,1366, ,2
2301,1,2,test1,0.025,7062, ,2
2301,1,2,test1,0.050,2550, ,1
2301,1,2,test1,0.050,3901, ,1
2301,1,2,test1,0.050,3406, ,2
2301,1,2,test1,0.050,2183, ,2
2301,1,2,test1,0.050,702, ,2
2301,1,2,test1,0.050,1766, ,2
2301,1,2,test1,0.050,5262, ,2
2301,1,2,test1,0.050,2206, ,2
2301,1,2,test1,0.050,6805, ,2
2301,1,2,test1,0.050,2206, ,2
2301,1,2,test1,0.050,4550, ,2
2301,1,2,test1,0.050,3446, ,2
2301,1,2,test1,0.050,5983, ,2
2301,1,2,test1,0.050,3760, ,2
2301,1,2,test1,0.050,2502, ,2
2301,1,2,test1,0.050,1942, ,2
2301,1,2,test1,0.050,1543, ,2
2301,1,2,test1,0.050,1854, ,2
2301,1,2,test1,0.050,2038, ,2
2301,1,2,test1,0.050,1478, ,2
2301,1,2,test1,0.100,5038, ,1
2301,1,2,test1,0.100,614, ,1
2301,1,2,test1,0.100,1198, ,2
2301,1,2,test1,0.100,1446, ,2
2301,1,2,test1,0.100,902, ,2
2301,1,2,test1,0.100,3254, ,2
2301,1,2,test1,0.100,830, ,2
2301,1,2,test1,0.100,2030, ,2
2301,1,2,test1,0.100,1134, ,2
2301,1,2,test1,0.100,1766, ,2
2301,1,2,test1,0.100,3991, ,2
2301,1,2,test1,0.100,3054, ,2
2301,1,2,test1,0.100,4293, ,2
2301,1,2,test1,0.100,2142, ,2
2301,1,2,test1,0.100,2502, ,2
